Unnamed: 0;NAME;TEAM;POS;NAT;Unnamed: 5;Unnamed: 6;Unnamed: 7;Unnamed: 8;Unnamed: 9;Unnamed: 10;FOULS;FOULED;TACKLES ATT/WON;AERIALS ATT/WON;DUELS ATT/WON;CLEAR;ERR CHANCE;ERR GOAL;POSS LOST;OFFSIDE;TOUCHES;INTERCEP;RECOV;LAST MAN TACKLE;PASSES;PASS COMP %;FINAL THIRD;LONG BALL;PEN;SHOTS;ON TARGET;BLOCKED;DRIBBLES;TOUCHES IN BOX;BIG CHANCE;CROSSES;SAVES;GOALS CON;PEN CON;PEN SAVE;DECISIVE;FIRST;EQUALISER;PEN WON;RATING
;P. Onuachu;;F;;Nigeria;17;-;-;-;-;-;-;0/0;0/0;0/0;-;1;-;1;-;4;-;-;-;3;100%;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.0
;Y. Sugawara;;D;;Japan;17;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Ross Stewart;;F;;Scotland;7;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;3;-;-;-;3;100%;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Welington;;D;;Brazil;26;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Robert Sánchez;;GK;;Spain;90;-;-;-;-;-;-;0/0;0/0;0/0;2;-;-;19;-;51;-;9;-;42;55%;14;27;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;6.7
;M. Gusto;;DR;;France;90;-;-;1;-;2;1;2/2;1/0;10/3;1;-;-;13;-;61;3;5;-;43;86%;16;1;-;1;-;-;-;1;-;4;-;-;-;-;-;-;-;-;7.0
;T. Chalobah;;DCR;;England;90;-;-;-;-;1;-;1/0;6/5;10/6;4;-;-;12;-;64;1;2;-;51;84%;5;3;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.7
;T. Adarabioyo;;DCL;;England;90;-;-;1;-;1;2;0/0;4/2;7/4;6;-;-;4;-;72;1;3;-;60;93%;4;5;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7.0
;R. James;;DL;;England;77;-;-;-;-;1;-;1/1;1/1;5/2;5;1;-;14;-;75;3;12;-;53;83%;8;9;-;2;1;1;-;2;2;3;-;-;-;-;-;-;-;-;8.1
;E. Fernández;;DMCR;;Argentina;90;-;-;1;-;1;2;0/0;1/1;6/3;2;-;-;12;-;63;-;3;-;47;83%;21;5;-;4;1;1;-;1;-;2;-;-;-;-;-;-;-;-;6.4
;M. Caicedo;;DMCL;;Ecuador;90;-;-;-;-;-;1;3/3;2/2;11/7;3;-;-;11;-;79;1;2;-;62;89%;17;6;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;7.4
;N. Madueke;;AMR;;England;59;-;-;-;-;2;-;0/0;0/0;0/0;-;-;-;3;-;28;1;1;-;19;89%;9;-;-;1;1;-;-;2;-;1;-;-;-;-;-;-;-;-;6.1
;K. Dewsbury Hall;;AMC;;England;59;-;-;-;-;-;2;3/2;0/0;0/6;2;-;-;5;-;35;-;2;-;25;84%;7;1;-;-;-;-;1;1;-;1;-;-;-;-;-;-;-;-;6.2
;J. Sancho;;AML;;England;90;-;-;-;-;1;1;0/0;2/1;9/3;-;-;-;13;-;48;1;8;-;32;81%;10;1;-;1;-;1;1;6;-;-;-;-;-;-;-;-;-;-;6.3
;C. Nkunku;;S;;France;45;-;-;-;-;1;-;0/0;2/2;8/3;-;-;-;7;1;22;-;2;-;13;92%;7;-;-;1;-;-;1;3;-;-;-;-;-;-;-;-;-;-;6.1
;Pedro Neto;;F;;Portugal;31;-;-;-;-;-;1;1/0;1/0;4/2;-;-;-;5;-;28;-;2;-;16;100%;11;-;-;4;2;2;-;4;-;6;-;-;-;-;-;-;-;-;6.6
;C. Palmer;;M;;England;31;-;-;-;-;-;-;0/0;0/0;2/1;-;-;-;3;-;18;-;2;-;12;92%;8;1;-;3;-;1;1;4;-;1;-;-;-;-;-;-;-;-;6.0
;N. Jackson;;F;;Senegal;45;-;-;-;-;1;2;0/0;2/1;7/3;-;-;-;7;-;19;-;3;-;11;64%;6;-;-;2;-;1;-;4;-;-;-;-;-;-;-;-;-;-;5.8
;Cucurella;;D;;Spain;13;-;-;-;-;1;-;0/0;1/0;0/0;-;-;-;1;-;4;-;-;-;2;100%;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;M. Flekken;;GK;;Netherlands;90;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;18;-;59;-;9;-;45;62%;9;30;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;8.3
;K. Ajer;;DR;;Norway;83;-;-;-;-;-;-;2/1;1/1;4/3;3;-;-;14;-;42;-;4;1;19;58%;7;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6.7
;N. Collins;;DCR;;Republic of Ireland;90;-;-;-;-;1;3;1/1;2/2;10/6;4;-;-;12;-;61;3;4;-;42;79%;2;2;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;6.9
;S. van den Berg;;DCL;;Netherlands;90;-;-;1;-;2;-;0/0;4/1;6/1;5;-;-;8;-;50;-;7;-;40;83%;4;2;-;1;-;-;-;2;-;-;-;-;-;-;-;-;-;-;6.3
;K. Lewis-Potter;;DL;;England;90;-;-;-;-;-;2;3/1;1/0;12/9;2;-;-;13;-;54;2;6;-;29;83%;11;6;-;1;1;-;4;2;1;3;-;-;-;-;-;-;-;-;7.4
;C. Nørgaard;;DMCR;;Denmark;90;-;-;-;-;4;1;5/2;2/0;12/6;2;-;-;5;-;49;1;3;-;32;88%;10;3;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6.3
;Y. Yarmoliuk;;DMCL;;Ukraine;66;-;-;-;-;-;1;1/1;0/0;4/2;-;-;-;7;-;33;1;1;-;27;81%;7;8;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;6.3
;B. Mbeumo;;AMR;;Cameroon;90;-;-;-;-;1;3;0/0;4/0;10/3;-;-;-;15;1;33;-;3;-;16;63%;10;1;-;2;1;-;-;5;1;4;-;-;-;-;-;-;-;-;5.9
;M. Damsgaard;;AMC;;Denmark;83;-;-;-;-;1;-;5/2;2/1;10/6;-;-;-;17;1;50;-;4;-;33;73%;13;6;-;2;-;1;-;3;-;4;-;-;-;-;-;-;-;-;6.0
;K. Schade;;AML;;Germany;90;-;-;-;-;2;2;1/1;4/0;12/5;1;-;-;9;-;33;-;8;-;15;93%;9;-;-;-;-;-;2;3;-;4;-;-;-;-;-;-;-;-;6.1
;Y. Wissa;;S;;DR Congo;90;-;-;-;-;1;-;4/1;3/3;11/7;-;-;-;12;1;35;1;3;-;16;56%;7;-;-;3;-;1;-;9;1;-;-;-;-;-;-;-;-;-;6.6
;V. Janelt;;M;;Germany;24;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;2;-;15;1;1;-;10;90%;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.2
;M. Jensen;;M;;Denmark;7;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;-;-;7;-;-;-;5;100%;2;1;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;
;M. Kayode;;D;;Italy;7;-;-;-;-;-;-;1/1;0/0;0/1;-;-;-;-;-;2;-;1;-;1;100%;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Ederson;;GK;;Brazil;90;-;-;-;-;-;-;0/0;1/1;0/1;1;-;-;2;-;30;-;6;-;20;90%;2;6;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;6.8
;Matheus Nunes;;DR;;Portugal;90;-;-;-;-;1;-;0/0;0/0;0/0;2;-;-;12;-;80;1;3;-;62;92%;13;5;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.6
;Rúben Dias;;DCR;;Portugal;90;-;-;1;-;2;1;0/0;4/4;8/6;6;-;-;8;-;97;1;3;-;87;91%;16;8;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;7.1
;J. Gvardiol;;DCL;;Croatia;90;-;-;-;-;-;-;1/1;2/1;4/3;7;-;-;6;-;83;1;3;-;68;94%;8;1;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;-;7.5
;N. O’Reilly;;DL;;England;74;-;-;-;-;1;1;1/1;3/0;10/2;1;-;-;15;1;63;1;1;-;43;81%;14;1;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;6.5
;M. Kovačić;;DMC;;Croatia;90;-;-;-;-;2;1;5/2;0/0;10/7;1;1;-;6;-;86;-;5;-;74;93%;23;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6.6
;Bernardo;;MCR;;Portugal;90;-;-;1;-;2;2;8/4;3/1;19/12;2;-;-;10;-;101;1;7;-;75;92%;19;4;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7.4
;I. Gündogan;;MCL;;Germany;74;-;-;-;-;-;-;1/1;0/0;7/1;1;-;-;12;-;59;-;3;-;48;88%;14;2;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.3
;K. De Bruyne;;AMC;;Belgium;90;-;-;-;-;1;1;0/0;0/0;9/1;-;-;-;20;1;45;-;1;-;29;69%;18;1;-;2;2;-;-;2;-;4;-;-;-;-;-;-;-;-;5.9
;P. Foden;;FCR;;England;58;-;-;-;-;-;-;0/0;1/0;0/0;-;-;-;14;-;27;-;3;-;18;61%;7;-;-;2;-;-;-;2;-;1;-;-;-;-;-;-;-;-;5.5
;Omar Marmoush;;FCL;;Egypt;90;-;-;-;-;-;2;3/2;0/0;9/5;-;-;-;7;-;34;2;5;-;14;100%;5;-;-;4;3;1;-;4;-;-;-;-;-;-;-;-;-;-;6.8
;R. Lewis;;D;;England;16;-;-;-;-;-;1;1/1;0/0;4/2;-;-;-;4;-;21;1;1;-;13;85%;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.5
;J. Doku;;F;;Belgium;32;-;-;-;-;-;3;1/1;0/0;7/5;-;-;-;4;-;16;-;1;-;11;64%;5;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;5.7
;J. Grealish;;M;;England;16;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;3;-;5;-;1;-;2;50%;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.4
;A. Onana;;GK;;Cameroon;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;11;-;40;-;10;-;27;59%;3;15;-;-;-;-;-;-;-;-;6;-;-;-;-;-;-;-;8.2
;N. Mazraoui;;DR;;Morocco;90;-;-;-;-;1;-;4/3;0/0;6/5;4;-;-;6;-;60;2;3;-;46;87%;5;3;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7.2
;H. Maguire;;DC;;England;58;-;-;-;-;1;-;2/0;0/0;3/2;4;-;-;5;-;39;1;2;-;31;84%;4;6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.4
;L. Yoro;;DL;;France;90;-;-;1;-;1;-;0/0;0/0;0/0;1;-;-;8;-;55;3;3;-;45;89%;4;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.6
;D. Dalot;;DMR;;Portugal;90;-;-;1;-;2;1;2/0;1/1;10/5;3;-;-;10;-;61;1;5;-;37;92%;13;1;-;-;-;-;1;4;-;4;-;-;-;-;-;-;-;-;6.6
;Casemiro;;DMCR;;Brazil;90;-;-;-;-;1;1;11/7;4/1;17/13;1;-;-;12;-;60;2;3;-;38;74%;12;4;-;1;1;-;-;4;-;1;-;-;-;-;-;-;-;-;7.7
;M. Ugarte;;DMCL;;Uruguay;71;-;-;-;-;2;-;2/2;1/1;7/3;-;-;-;7;-;31;1;2;-;22;77%;4;2;-;3;-;1;-;2;-;1;-;-;-;-;-;-;-;-;6.5
;P. Dorgu;;DML;;Denmark;90;-;-;-;-;-;1;2/0;2/2;9/5;-;-;-;12;1;57;-;3;-;30;90%;12;1;-;2;-;-;-;7;-;3;-;-;-;-;-;-;-;-;6.3
;B. Fernandes;;AMCR;;Portugal;90;-;-;-;-;1;2;2/1;1/1;15/8;1;-;-;18;-;70;2;7;-;43;93%;15;5;-;1;-;1;3;1;-;7;-;-;-;-;-;-;-;-;7.1
;A. Garnacho;;AMCL;;Argentina;90;-;-;-;-;-;3;4/2;1/0;13/8;-;-;-;11;-;44;-;7;-;24;88%;14;1;-;2;-;2;1;6;-;1;-;-;-;-;-;-;-;-;6.5
;R. Højlund;;S;;Denmark;71;-;-;-;-;1;1;0/0;1/0;4/1;2;-;-;4;-;15;-;1;-;9;78%;4;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5.5
;M. Mount;;M;;England;19;-;-;1;-;2;-;1/0;0/0;5/1;-;-;-;3;-;18;2;2;-;7;100%;4;-;-;1;-;1;-;2;-;1;-;-;-;-;-;-;-;-;6.5
;V. Lindelof;;D;;Sweden;32;-;-;-;-;1;-;1/0;2/1;4/2;2;-;-;1;-;19;-;-;-;16;94%;1;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.0
;J. Zirkzee;;F;;Netherlands;19;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;N. Pope;;GK;;England;90;-;-;-;-;-;1;0/0;0/0;0/1;4;-;-;7;-;34;-;8;-;19;63%;-;8;-;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;6.9
;K.Trippier;;DR;;England;87;-;-;-;-;-;-;0/0;3/3;6/5;7;-;-;15;-;72;-;2;-;48;73%;3;5;-;1;-;-;2;-;-;1;-;-;-;-;-;-;-;-;6.8
;F. Schär;;DCR;;Switzerland;90;-;-;-;-;-;-;2/2;3/2;6/4;3;-;-;11;-;78;1;6;-;63;86%;4;11;-;2;1;-;-;1;-;-;-;-;-;-;-;-;-;-;7.4
;D. Burn;;DCL;;England;90;-;-;-;-;1;1;0/0;5/3;8/4;6;-;-;7;-;68;1;3;-;51;90%;2;5;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;7.0
;V. Livramento;;DL;;England;90;-;1;-;-;-;2;3/1;2/1;9/6;3;-;-;11;-;76;-;5;-;55;87%;15;2;-;1;-;1;-;2;1;1;-;-;-;-;-;-;-;-;7.6
;B. Guimaraes;;MCR;;Brazil;65;-;-;-;-;1;-;5/4;1/1;10/7;1;-;-;10;-;39;-;5;-;26;77%;8;2;-;-;-;-;1;-;-;1;-;-;-;-;-;-;-;-;7.1
;S. Tonali;;MC;;Italy;90;-;-;-;-;2;1;1/1;1/0;8/3;3;-;-;6;-;54;2;9;-;40;88%;9;4;-;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;7.2
;Joelinton;;MCL;;Brazil;65;-;-;-;-;1;-;2/2;3/0;8/3;1;-;-;5;1;35;-;4;-;28;86%;10;-;-;1;1;-;1;3;-;-;-;-;-;-;-;-;-;-;6.8
;J. Murphy;;WR;;England;72;2;-;-;-;1;-;0/0;2/0;6/1;-;-;-;8;-;29;-;1;-;18;72%;5;-;-;2;2;-;1;4;-;1;-;-;-;-;1;1;-;-;8.3
;A. Isak;;S;;Sweden;72;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;6;-;21;-;3;-;14;71%;9;-;-;3;-;1;-;3;-;1;-;-;-;-;-;-;-;-;5.8
;H. Barnes;;WL;;England;90;1;-;-;-;1;1;3/2;1/0;11/5;1;-;-;13;1;48;-;4;-;28;79%;14;-;-;3;1;1;1;5;-;1;-;-;-;-;-;-;-;-;7.3
;W. Osula;;F;;Denmark;18;-;-;-;-;1;-;0/0;2/1;6/2;-;-;-;6;-;15;3;1;-;3;33%;2;-;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;6.0
;S. Longstaff;;M;;England;25;-;-;-;-;-;1;0/0;1/1;3/2;1;-;-;1;-;7;-;1;-;5;80%;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.9
;L. Miley;;M;;England;25;-;-;-;-;1;-;3/2;2/0;8/3;1;1;-;4;-;14;-;3;-;9;67%;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.9
;E. Krafth;;D;;Sweden;3;-;-;-;-;-;-;0/0;1/1;2/1;-;-;-;5;-;10;-;-;-;4;50%;2;-;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;
;C. Wilson;;F;;England;18;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;M. Hermansen;;GK;;Denmark;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;24;-;53;-;3;-;49;51%;13;31;-;-;-;-;-;-;-;-;2;3;-;-;-;-;-;-;5.3
;W. Faes;;DR;;Belgium;90;-;-;-;-;1;-;3/2;1/1;9/5;1;-;-;7;-;68;2;3;-;55;93%;2;3;-;1;-;-;1;2;-;-;-;-;-;-;-;-;-;-;6.3
;C. Coady;;DC;;England;90;-;-;-;-;-;-;0/0;2/0;0/0;-;1;-;6;-;72;3;6;-;67;91%;2;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.8
;L. Thomas;;DL;;England;90;-;-;-;-;-;1;2/2;2/2;8/6;3;-;-;21;-;95;1;4;-;71;85%;13;5;-;-;-;-;1;-;-;6;-;-;-;-;-;-;-;-;6.3
;J. Justin;;DMR;;England;74;-;-;1;-;1;2;0/0;5/3;9/6;1;1;-;10;-;45;2;4;-;28;79%;9;2;-;-;-;-;1;-;-;3;-;-;-;-;-;-;-;-;5.6
;W. Ndidi;;DMCR;;Nigeria;90;-;-;1;-;1;-;2/2;3/1;8/3;-;-;-;12;-;69;3;10;-;54;91%;14;4;-;-;-;-;-;5;-;1;-;-;-;-;-;-;-;-;6.3
;B. Soumaré;;DMCL;;France;90;-;-;-;-;1;1;0/0;0/0;4/1;-;-;-;9;-;94;2;7;-;87;92%;16;2;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.6
;V. Kristiansen;;DML;;Denmark;45;-;-;-;-;-;-;1/1;1/0;4/2;1;-;-;6;-;26;1;1;-;15;87%;7;2;-;-;-;-;1;-;-;4;-;-;-;-;-;-;-;-;5.8
;P. Daka;;AMCR;;Zambia;45;-;-;-;-;1;-;1/0;2/1;5/2;-;-;-;10;-;22;-;4;-;15;60%;3;1;-;-;-;-;-;1;-;1;-;-;-;-;-;-;-;-;5.5
;B. El Khannouss;;AMCL;;Morocco;74;-;-;-;-;-;-;1/1;1/0;6/1;1;1;-;18;-;47;-;5;-;26;88%;11;3;-;1;1;-;-;1;-;8;-;-;-;-;-;-;-;-;6.0
;J. Vardy;;S;;England;90;-;-;-;-;2;-;3/1;3/3;8/6;1;-;-;7;3;29;-;3;-;18;83%;6;-;-;3;1;-;-;3;-;1;-;-;-;-;-;-;-;-;6.0
;Ricardo Pereira;;D;;Portugal;16;-;-;-;-;-;2;2/0;1/0;9/7;1;-;-;5;-;29;-;2;-;17;71%;8;1;-;-;-;-;3;2;-;-;-;-;-;-;-;-;-;-;6.1
;F. Buonanotte;;M;;Argentina;45;-;-;-;-;1;3;0/0;4/3;15/7;1;-;-;9;-;40;-;3;-;19;95%;3;-;-;2;-;1;1;1;-;3;-;-;-;-;-;-;-;-;6.1
;S. Mavididi;;F;;England;45;-;-;-;-;-;-;1/1;1/0;4/2;1;-;-;8;-;30;1;3;-;20;80%;9;1;-;-;-;-;1;1;-;3;-;-;-;-;-;-;-;-;5.9
;J. Monga;;F;;England;16;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;Ederson;;GK;;Brazil;71;-;1;-;-;-;-;0/0;0/0;0/0;-;-;-;-;-;29;-;5;-;26;100%;1;2;-;-;-;-;-;-;1;-;-;2;-;-;-;-;-;-;7.4
;R. Lewis;;DR;;England;90;-;-;-;-;-;3;0/0;0/0;0/4;1;-;-;5;-;91;1;4;-;78;94%;18;1;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;-;6.5
;Rúben Dias;;DCR;;Portugal;90;-;-;-;-;-;1;0/0;3/1;4/2;2;-;-;13;-;125;1;1;-;121;89%;18;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.4
;J. Gvardiol;;DCL;;Croatia;90;-;-;-;-;-;1;1/1;3/2;5/4;4;-;-;7;-;112;2;4;-;102;94%;13;4;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;6.9
;N. O’Reilly;;DL;;England;90;1;-;-;-;2;-;2/2;0/0;8/4;-;-;-;11;-;82;-;9;-;64;91%;17;-;-;2;1;-;2;4;-;2;-;-;-;-;-;-;-;-;7.6
;M. Kovačić;;DMCR;;Croatia;87;1;-;-;-;1;2;0/0;1/0;7/3;-;-;-;8;-;83;1;9;-;75;91%;24;3;-;2;1;1;1;-;1;-;-;-;-;-;1;-;-;-;8.3
;Nicolás González;;DMCL;;Spain;90;-;-;1;-;1;1;4/3;2/2;11/7;1;-;-;6;-;102;1;4;-;89;96%;28;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;7.5
;J. Mcatee;;AMR;;England;82;1;-;1;-;3;-;1/0;1/0;6/2;1;-;-;7;-;27;-;2;-;17;71%;9;-;-;4;2;-;1;8;2;1;-;-;-;-;-;-;-;-;7.6
;I. Gündogan;;AMC;;Germany;90;-;1;-;-;-;-;0/0;0/0;5/1;-;-;-;9;-;83;-;6;-;69;97%;24;3;-;3;-;1;1;4;1;1;-;-;-;-;-;-;-;-;7.6
;Omar Marmoush;;AML;;Egypt;82;1;-;-;-;-;-;0/0;1/1;7/3;-;-;-;14;1;38;-;2;-;20;75%;16;-;-;3;3;-;2;7;2;2;-;-;-;-;-;-;1;-;8.2
;K. De Bruyne;;S;;Belgium;87;1;1;-;-;2;2;2/1;2/1;12/7;-;-;-;18;-;62;1;2;-;37;73%;22;2;-;6;2;2;2;7;2;6;-;-;-;-;-;-;-;-;8.8
;S.Moreno;;GK;;Germany;19;-;-;-;-;-;-;0/0;1/1;0/1;1;-;-;2;-;16;-;-;-;14;86%;-;4;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;6.4
;J. Grealish;;M;;England;3;-;-;-;-;-;3;0/0;0/0;0/3;-;-;-;1;-;13;-;-;-;9;89%;3;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;
;J. Doku;;F;;Belgium;3;-;-;-;-;1;1;0/0;0/0;3/2;-;-;-;1;-;8;-;-;-;4;100%;3;-;-;1;-;1;1;1;-;-;-;-;-;-;-;-;-;-;
;O. Bobb;;F;;Norway;8;-;-;-;-;-;1;0/0;0/0;0/3;-;-;-;2;-;12;-;-;-;9;78%;5;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;
;Sávio;;F;;Brazil;8;-;-;-;-;-;-;0/0;1/1;0/1;1;-;-;-;-;9;-;1;-;7;100%;3;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;
;D. Henderson;;GK;;England;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;6;-;37;-;7;-;31;81%;4;13;-;-;-;-;-;-;-;-;3;5;-;-;-;-;-;-;5.0
;C. Richards;;DR;;United States;90;1;-;-;-;-;-;4/2;2/1;8/5;4;-;-;5;-;60;1;2;-;48;90%;1;2;-;1;1;-;-;1;-;-;-;-;-;-;-;-;-;-;6.3
;M. Lacroix;;DC;;France;63;-;-;1;-;1;-;1/1;1/0;4/1;4;-;-;6;-;39;1;-;-;32;81%;-;8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.1
;J. Lerma;;DL;;Colombia;90;-;-;1;-;3;3;1/1;1/1;10/6;6;-;-;7;-;72;3;3;-;54;87%;2;9;-;1;-;-;1;1;-;-;-;-;-;-;-;-;-;-;5.9
;D. Muñoz;;DMR;;Colombia;90;-;-;-;-;2;1;3/1;1/0;12/5;1;-;-;15;-;53;4;3;-;23;65%;6;1;-;-;-;-;1;1;-;3;-;-;-;-;-;-;-;-;6.1
;A. Wharton;;DMCR;;England;80;-;1;-;-;1;-;0/0;0/0;0/0;-;-;-;-;-;29;-;6;-;26;100%;1;3;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;6.6
;D. Kamada;;DMCL;;Japan;90;-;-;1;-;2;2;0/0;1/0;7/2;1;-;-;11;-;39;-;1;-;31;71%;4;-;-;-;-;-;-;1;1;-;-;-;-;-;-;-;-;-;5.7
;T. Mitchell;;DML;;England;63;-;-;-;-;2;-;0/0;1/1;3/1;2;-;-;7;-;29;-;3;-;17;71%;3;4;-;-;-;-;-;-;-;2;-;-;-;-;-;-;-;-;5.6
;I. Sarr;;AMCR;;Senegal;90;-;1;-;-;-;-;2/0;2/0;9/2;1;-;-;10;-;25;-;1;-;14;71%;3;1;-;1;-;-;-;2;1;2;-;-;-;-;-;-;-;-;6.1
;Eberechi Eze;;AMCL;;England;80;1;-;-;-;1;2;0/0;0/0;7/4;-;-;-;9;1;31;-;3;-;17;82%;1;2;-;2;1;-;2;1;-;-;-;-;-;-;-;1;-;-;6.9
;J. Mateta;;S;;France;45;-;-;-;-;2;1;0/0;3/2;7/3;2;-;-;1;-;6;-;-;-;2;50%;-;-;-;1;-;-;-;1;-;-;-;-;-;-;-;-;-;-;5.4
;B. Chilwell;;D;;England;27;-;-;-;-;-;-;0/0;3/1;6/3;-;-;-;4;2;20;3;4;-;12;67%;4;-;-;-;-;-;2;-;-;-;-;-;-;-;-;-;-;-;5.9
;W. Hughes;;M;;England;45;-;-;-;-;1;-;0/0;0/0;0/0;1;-;-;7;-;26;1;1;-;16;94%;3;-;-;-;-;-;-;-;-;4;-;-;-;-;-;-;-;-;5.7
;N. Clyne;;D;;England;27;-;-;-;-;-;-;0/0;0/0;0/0;1;-;-;3;-;11;-;1;-;8;75%;1;-;-;1;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5.4
;J. Devenny;;M;;Northern Ireland;10;-;-;-;-;1;-;0/0;0/0;0/0;-;-;-;5;-;11;-;2;-;7;86%;2;-;-;-;-;-;-;-;-;1;-;-;-;-;-;-;-;-;
;Matheus França;;F;;Brazil;10;-;-;-;-;-;-;1/0;0/0;0/1;-;-;-;2;-;7;-;-;-;3;67%;2;-;-;1;1;-;-;2;-;-;-;-;-;-;-;-;-;-;
;J. Pickford;;GK;;England;90;-;-;-;-;-;-;0/0;0/0;0/0;-;-;-;12;-;45;-;6;-;34;65%;6;15;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;7.8
;J. O'Brien;;DR;;Republic of Ireland;90;-;-;-;-;1;-;0/0;3/1;5/2;4;-;-;9;-;51;-;3;-;35;80%;10;6;-;1;-;1;1;3;-;1;-;-;-;-;-;-;-;-;6.3
;J. Tarkowski;;DCR;;England;90;-;-;-;-;1;-;0/0;5/4;6/4;8;-;-;12;-;57;1;5;-;45;76%;9;7;-;-;-;-;-;4;1;-;-;-;-;-;-;-;-;-;7.2
;J. Branthwaite;;DCL;;England;90;-;-;1;-;2;1;1/0;10/9;14/11;6;-;-;13;-;65;-;5;-;55;78%;11;11;-;-;-;-;-;1;-;-;-;-;-;-;-;-;-;-;6.6
